front,rooms,lounges,bathrooms,streetWidth,stairs,propertyAge,driverRoom,tent,patio,kitchen,outdoorRoom,garage,duplex,space,apartments,maidRoom,elevator,furnihsed,pool,basement,neighbourhood,location,price,square price
NE,5,2,4,15,Yes,0,No,No,No,Yes,No,No,No,210,0,Yes,No,No,No,No,المهدية,West of Riyadh,1550000.0,7380.952380952381
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1380000.0,4600.0
S,4,4,3,16,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,372,1,Yes,No,No,No,No,العارض,North of Riyadh,3000000.0,8064.516129032258
S,4,3,4,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,336,1,Yes,Yes,No,No,No,العارض,North of Riyadh,2800000.0,8333.333333333334
S,5,2,2,16,No,0,No,No,No,Yes,No,No,No,420,0,No,No,No,No,No,نمار,West of Riyadh,850000.0,2023.809523809524
N,5,3,5,18,Yes,0,Yes,No,Yes,Yes,No,Yes,No,300,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2800000.0,9333.333333333334
E,5,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1300000.0,5200.0
E,5,3,5,18,Yes,0,Yes,Yes,Yes,Yes,Yes,No,No,216,1,Yes,Yes,Yes,Yes,No,المونسية,East of Riyadh,1850000.0,8564.814814814816
N,5,3,4,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,384,1,Yes,Yes,No,No,No,العارض,North of Riyadh,3000000.0,7812.5
S,4,3,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,225,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2600000.0,11555.555555555557
N,5,3,5,15,No,7,No,No,Yes,Yes,Yes,Yes,No,420,0,No,No,No,No,No,طويق,West of Riyadh,2100000.0,5000.0
NW,6,2,5,20,Yes,0,No,No,No,Yes,No,Yes,Yes,260,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,4038.4615384615386
E,5,2,5,20,Yes,0,No,Yes,No,Yes,No,Yes,No,300,1,No,No,No,No,No,الرمال,East of Riyadh,1430000.0,4766.666666666667
E,7,2,5,15,No,0,Yes,No,Yes,Yes,Yes,Yes,No,400,0,No,No,No,No,No,ظهرة البديعة,West of Riyadh,800000.0,2000.0
N,5,5,4,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,377,0,Yes,Yes,No,Yes,No,الياسمين,North of Riyadh,4200000.0,11140.583554376655
NW,4,3,5,20,Yes,20,Yes,No,Yes,Yes,Yes,Yes,No,925,0,Yes,No,No,No,Yes,الروابي,East of Riyadh,3500000.0,3783.783783783784
N,5,2,5,15,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,501,0,Yes,Yes,Yes,Yes,No,الياسمين,North of Riyadh,4200000.0,8383.233532934131
N,5,2,5,18,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,2,Yes,No,No,No,No,الرمال,East of Riyadh,1400000.0,4666.666666666667
S,5,1,4,20,Yes,17,No,No,No,Yes,No,No,Yes,287,0,No,No,No,No,No,الشفا,South of Riyadh,810000.0,2822.299651567944
E,4,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,No,312,1,Yes,Yes,No,No,No,الرمال,North of Riyadh,1650000.0,5288.461538461538
E,4,3,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,250,0,No,No,No,No,No,الرمال,East of Riyadh,1300000.0,5200.0
N,6,2,5,20,Yes,0,No,No,No,Yes,No,No,Yes,200,0,No,No,No,No,No,ظهرة لبن,West of Riyadh,1150000.0,5750.0
W,5,2,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,500,2,Yes,No,No,No,No,الرمال,East of Riyadh,2780000.0,5560.0
S,4,3,4,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,444,2,Yes,Yes,No,No,No,العارض,North of Riyadh,3700000.0,8333.333333333334
W,5,1,5,10,No,34,Yes,No,Yes,Yes,No,Yes,No,720,0,Yes,No,No,No,No,النهضة,East of Riyadh,2100000.0,2916.6666666666665
S,7,4,5,15,Yes,9,No,Yes,Yes,Yes,Yes,Yes,No,670,3,Yes,No,No,No,No,قرطبة,East of Riyadh,4300000.0,6417.910447761194
W,4,2,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,Yes,No,Yes,No,الملقا,North of Riyadh,3900000.0,13000.0
N,5,3,5,15,Yes,0,No,Yes,No,Yes,No,Yes,Yes,240,0,Yes,Yes,No,No,No,المونسية,East of Riyadh,1900000.0,7916.666666666667
W,5,1,3,20,No,4,No,No,Yes,Yes,No,No,No,307,2,No,No,No,No,No,بدر,South of Riyadh,1200000.0,3908.794788273616
NE,5,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,234,1,Yes,No,No,No,No,المونسية,East of Riyadh,2100000.0,8974.358974358975
SE,4,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,No,No,360,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2650000.0,7361.111111111111
W,4,3,4,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,300,0,Yes,Yes,No,Yes,No,الملقا,North of Riyadh,3700000.0,12333.333333333334
S,4,3,4,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,350,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,2900000.0,8285.714285714286
NE,4,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,220,1,Yes,No,No,No,No,المونسية,East of Riyadh,1950000.0,8863.636363636364
E,4,5,5,20,Yes,0,No,No,Yes,Yes,Yes,Yes,No,450,2,Yes,Yes,No,No,No,العارض,North of Riyadh,3250000.0,7222.222222222223
E,4,3,5,20,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,265,0,Yes,Yes,No,No,No,اشبيلية,East of Riyadh,2200000.0,8301.88679245283
S,5,2,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,Yes,No,No,No,المونسية,East of Riyadh,2250000.0,7500.0
N,5,2,5,20,Yes,0,No,Yes,Yes,No,No,Yes,Yes,270,0,Yes,No,No,No,No,بدر,South of Riyadh,975000.0,3611.1111111111113
N,5,2,5,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,325,0,Yes,No,No,No,No,النرجس,North of Riyadh,3700000.0,11384.615384615385
NW,5,1,3,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,400,0,Yes,Yes,Yes,Yes,Yes,قرطبة,East of Riyadh,3600000.0,9000.0
NE,5,2,5,15,No,0,Yes,No,Yes,Yes,Yes,Yes,No,250,0,Yes,No,No,No,No,المونسية,East of Riyadh,1480000.0,5920.0
S,4,2,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,440,2,Yes,Yes,No,No,No,العارض,North of Riyadh,3700000.0,8409.09090909091
E,5,2,4,20,No,8,Yes,No,No,Yes,No,No,No,362,0,No,No,No,No,No,المونسية,East of Riyadh,2050000.0,5662.983425414364
N,4,2,4,15,Yes,9,Yes,Yes,Yes,Yes,Yes,Yes,No,350,0,Yes,No,Yes,No,No,الملقا,North of Riyadh,3500000.0,10000.0
W,7,3,5,15,No,8,No,Yes,Yes,Yes,Yes,Yes,No,375,2,No,No,No,No,No,طويق,West of Riyadh,1250000.0,3333.333333333333
N,4,2,4,15,No,0,No,No,No,Yes,No,No,No,625,0,No,No,No,No,No,المصيف,North of Riyadh,3200000.0,5120.0
S,5,3,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,312,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2850000.0,9134.615384615385
W,7,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
S,5,5,5,15,No,10,No,No,No,Yes,Yes,Yes,No,335,0,Yes,No,No,No,Yes,المونسية,East of Riyadh,2300000.0,6865.671641791045
S,5,3,4,15,Yes,0,Yes,No,No,Yes,Yes,Yes,No,312,2,Yes,No,No,No,No,الرمال,East of Riyadh,1800000.0,5769.2307692307695
S,4,3,4,14,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,312,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1800000.0,5769.2307692307695
S,4,2,5,20,No,0,Yes,No,Yes,Yes,Yes,Yes,No,420,2,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,4200000.0,10000.0
NE,5,2,5,20,Yes,0,Yes,No,Yes,Yes,No,Yes,No,261,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2550000.0,9770.114942528737
W,5,3,4,15,No,0,Yes,No,Yes,Yes,No,Yes,Yes,210,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2200000.0,10476.190476190475
S,4,3,5,12,Yes,0,No,No,Yes,Yes,No,Yes,No,225,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,2500000.0,11111.111111111111
W,4,3,5,20,Yes,0,Yes,No,No,Yes,No,Yes,No,270,1,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3000000.0,11111.111111111111
N,7,4,5,20,Yes,0,No,No,No,Yes,No,Yes,No,360,1,No,No,No,No,No,عكاظ,South of Riyadh,1400000.0,3888.8888888888887
E,3,1,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,450,2,Yes,Yes,No,No,No,النرجس,North of Riyadh,3300000.0,7333.333333333333
E,4,3,4,20,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,270,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2600000.0,9629.62962962963
E,5,2,5,18,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,1,No,No,No,No,No,الرمال,East of Riyadh,1400000.0,4666.666666666667
S,7,2,5,18,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,315,1,Yes,No,No,No,No,بدر,South of Riyadh,1100000.0,3492.063492063492
W,6,2,3,31,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,500,0,Yes,No,No,No,No,ظهرة البديعة,West of Riyadh,1150000.0,2300.0
S,5,2,5,15,No,5,No,Yes,Yes,Yes,Yes,Yes,No,675,0,No,No,No,No,No,الروضة,East of Riyadh,3100000.0,4592.592592592592
E,7,2,5,15,Yes,0,No,Yes,Yes,Yes,No,Yes,No,215,0,Yes,No,No,No,No,بدر,South of Riyadh,950000.0,4418.604651162791
S,5,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1450000.0,4833.333333333333
SW,5,4,4,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,415,0,Yes,Yes,No,Yes,No,العارض,North of Riyadh,3300000.0,7951.807228915663
E,5,2,5,15,Yes,6,No,Yes,Yes,Yes,Yes,Yes,No,380,0,Yes,No,No,No,No,طويق,West of Riyadh,1150000.0,3026.315789473684
SW,4,2,4,18,Yes,0,No,No,No,No,No,Yes,No,257,0,No,No,No,No,No,الحزم,West of Riyadh,1150000.0,4474.708171206225
N,5,3,5,20,Yes,0,Yes,No,No,Yes,Yes,Yes,No,300,0,Yes,Yes,Yes,Yes,No,العارض,North of Riyadh,2600000.0,8666.666666666666
N,5,5,5,15,No,1,No,No,No,Yes,No,No,No,286,0,No,No,No,No,No,النهضة,East of Riyadh,1900000.0,6643.356643356643
N,4,4,4,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,451,2,Yes,Yes,No,No,No,قرطبة,East of Riyadh,3500000.0,7760.532150776054
N,5,2,5,15,No,10,Yes,No,Yes,Yes,No,Yes,No,620,3,Yes,No,No,No,No,المونسية,East of Riyadh,3500000.0,5645.1612903225805
N,4,3,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,360,0,Yes,Yes,No,No,No,الملقا,North of Riyadh,4100000.0,11388.888888888889
SE,7,3,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,720,0,Yes,Yes,No,No,No,العارض,North of Riyadh,4300000.0,5972.222222222223
N,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,312,1,Yes,Yes,No,No,No,الرمال,East of Riyadh,1750000.0,5608.974358974359
E,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
S,6,2,5,16,No,4,Yes,Yes,Yes,Yes,No,Yes,No,370,3,Yes,No,No,No,No,طويق,West of Riyadh,1400000.0,3783.783783783784
N,4,2,5,15,Yes,0,No,No,No,Yes,No,Yes,No,300,1,Yes,No,No,No,No,النهضة,East of Riyadh,1850000.0,6166.666666666667
E,7,3,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,310,1,Yes,No,No,No,No,الرمال,East of Riyadh,1400000.0,4516.129032258064
E,7,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,No,720,0,Yes,Yes,No,No,No,العارض,North of Riyadh,4500000.0,6250.0
S,4,3,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,375,2,Yes,No,No,No,No,النرجس,North of Riyadh,3500000.0,9333.333333333334
W,4,2,5,18,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,331,1,No,Yes,No,No,No,الرمال,East of Riyadh,1850000.0,5589.123867069487
E,5,2,5,20,No,0,No,No,No,No,No,Yes,No,360,2,Yes,No,No,No,No,الرمال,East of Riyadh,2200000.0,6111.111111111111
E,5,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
N,3,3,5,20,No,10,Yes,Yes,Yes,Yes,Yes,Yes,No,375,3,Yes,No,Yes,No,No,قرطبة,East of Riyadh,2700000.0,7200.0
N,5,3,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,337,1,Yes,Yes,No,No,No,النرجس,North of Riyadh,2950000.0,8753.709198813056
S,3,4,4,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,444,2,Yes,Yes,No,No,No,العارض,North of Riyadh,3500000.0,7882.882882882883
N,5,2,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,750,2,Yes,No,Yes,Yes,No,المونسية,East of Riyadh,4300000.0,5733.333333333333
N,5,3,5,15,No,0,Yes,No,Yes,Yes,No,Yes,No,750,2,Yes,No,No,No,No,المونسية,East of Riyadh,4500000.0,6000.0
W,6,2,4,15,Yes,20,No,Yes,Yes,Yes,Yes,Yes,No,500,1,Yes,No,No,No,No,الزهرة,West of Riyadh,2000000.0,4000.0
N,4,3,4,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,300,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2800000.0,9333.333333333334
N,5,3,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,230,0,Yes,No,No,No,No,بدر,South of Riyadh,850000.0,3695.652173913044
S,7,2,5,20,Yes,0,No,Yes,No,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1100000.0,3666.6666666666665
N,5,3,5,21,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,435,2,Yes,No,Yes,No,No,العارض,North of Riyadh,3500000.0,8045.977011494253
E,5,2,5,15,Yes,0,No,No,Yes,Yes,No,Yes,Yes,200,0,Yes,No,No,No,No,المونسية,East of Riyadh,1650000.0,8250.0
E,5,3,4,18,Yes,0,No,No,No,Yes,Yes,Yes,No,288,1,No,No,No,No,No,المونسية,East of Riyadh,2000000.0,6944.444444444444
N,5,4,5,15,Yes,0,No,Yes,No,Yes,No,No,Yes,240,0,No,Yes,No,No,No,المونسية,East of Riyadh,1900000.0,7916.666666666667
S,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,312,2,Yes,No,No,No,No,الرمال,East of Riyadh,1850000.0,5929.48717948718
SW,4,3,4,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,415,0,Yes,Yes,No,Yes,No,العارض,North of Riyadh,3300000.0,7951.807228915663
NW,6,2,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,482,0,No,No,No,No,No,سلطانة,West of Riyadh,850000.0,1763.4854771784233
N,5,1,5,10,Yes,11,Yes,Yes,Yes,Yes,Yes,Yes,No,650,1,Yes,No,Yes,Yes,No,الخليج,East of Riyadh,2500000.0,3846.153846153846
E,5,5,5,20,No,10,Yes,No,No,Yes,No,Yes,No,312,2,Yes,No,No,No,No,اليرموك,East of Riyadh,2250000.0,7211.538461538462
NW,7,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,330,0,Yes,No,Yes,No,No,عكاظ,South of Riyadh,1050000.0,3181.818181818182
E,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,No,Yes,250,0,Yes,No,No,No,No,الرمال,East of Riyadh,1270000.0,5080.0
N,7,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,500,0,Yes,Yes,No,No,No,العارض,North of Riyadh,3800000.0,7600.0
E,5,3,5,20,Yes,0,Yes,Yes,No,Yes,Yes,Yes,No,216,0,Yes,Yes,Yes,Yes,No,العارض,North of Riyadh,2300000.0,10648.148148148148
NE,5,4,5,20,Yes,0,Yes,No,No,Yes,No,Yes,No,360,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3950000.0,10972.222222222224
N,4,3,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,300,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2900000.0,9666.666666666666
S,4,2,5,20,No,0,No,No,Yes,Yes,No,Yes,No,440,2,Yes,Yes,No,No,No,العارض,North of Riyadh,3700000.0,8409.09090909091
N,6,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,258,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2850000.0,11046.511627906975
N,4,4,4,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,270,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2350000.0,8703.703703703704
N,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1800000.0,6000.0
S,5,1,5,15,No,10,Yes,No,Yes,Yes,Yes,Yes,No,455,3,Yes,No,No,No,No,المعيزيلة,East of Riyadh,2000000.0,4395.604395604396
S,5,4,3,15,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,260,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2200000.0,8461.538461538461
W,6,3,5,20,Yes,0,Yes,No,Yes,Yes,No,Yes,No,480,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,4700000.0,9791.666666666666
S,5,2,5,18,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,215,0,Yes,No,No,No,No,العارض,North of Riyadh,2450000.0,11395.348837209302
E,5,3,5,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,315,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,3350000.0,10634.920634920634
W,5,2,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,250,0,Yes,No,No,No,No,المونسية,East of Riyadh,1750000.0,7000.0
S,4,2,5,15,Yes,0,No,Yes,Yes,Yes,No,Yes,No,240,1,No,No,No,No,No,الرمال,East of Riyadh,1200000.0,5000.0
SE,6,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,260,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,3200000.0,12307.692307692309
N,4,4,4,21,Yes,0,Yes,No,No,Yes,Yes,Yes,No,300,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2700000.0,9000.0
S,4,3,5,20,Yes,0,No,No,Yes,Yes,No,Yes,No,262,0,No,No,No,No,No,النرجس,North of Riyadh,3100000.0,11832.06106870229
NE,4,3,5,15,Yes,0,Yes,Yes,No,Yes,Yes,Yes,No,312,1,Yes,Yes,Yes,Yes,No,العارض,North of Riyadh,2500000.0,8012.820512820513
E,4,3,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,455,1,Yes,Yes,No,Yes,Yes,الملقا,North of Riyadh,4600000.0,10109.89010989011
S,3,2,3,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,440,2,Yes,No,No,No,No,العارض,North of Riyadh,3700000.0,8409.09090909091
SW,5,2,4,15,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,No,1378,0,Yes,No,No,No,No,الخليج,East of Riyadh,4100000.0,2975.326560232221
E,7,2,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,300,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1050000.0,3500.0
S,5,3,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,312,1,No,No,No,No,No,المونسية,East of Riyadh,2200000.0,7051.282051282052
N,7,3,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,348,2,Yes,No,No,No,No,الرمال,East of Riyadh,1600000.0,4597.701149425287
N,4,3,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1550000.0,5166.666666666667
N,5,3,3,20,Yes,0,Yes,No,No,Yes,Yes,Yes,No,300,0,Yes,Yes,No,No,No,العارض,North of Riyadh,2400000.0,8000.0
W,5,3,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,330,1,No,Yes,No,No,No,الرمال,East of Riyadh,2000000.0,6060.606060606061
N,7,2,5,12,No,0,No,No,Yes,Yes,Yes,Yes,No,400,0,Yes,No,No,No,No,السويدي,West of Riyadh,600000.0,1500.0
SW,4,3,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,322,2,Yes,Yes,No,No,No,اليرموك,East of Riyadh,2400000.0,7453.416149068323
N,5,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,390,0,Yes,Yes,Yes,No,No,الياسمين,North of Riyadh,4500000.0,11538.46153846154
N,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,Yes,270,0,Yes,Yes,No,No,No,المونسية,East of Riyadh,2000000.0,7407.407407407408
NW,5,2,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,400,2,Yes,No,Yes,No,No,المونسية,East of Riyadh,2500000.0,6250.0
W,4,2,4,15,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,350,1,Yes,Yes,No,No,No,الياسمين,North of Riyadh,3300000.0,9428.57142857143
N,5,2,5,16,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,240,0,Yes,Yes,No,No,No,المونسية,East of Riyadh,1900000.0,7916.666666666667
W,5,1,5,20,No,0,No,No,No,Yes,No,No,No,750,4,No,No,No,No,No,ظهرة لبن,West of Riyadh,3000000.0,4000.0
E,4,3,5,15,Yes,0,No,No,Yes,Yes,No,Yes,Yes,264,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2800000.0,10606.060606060606
S,5,3,5,20,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,350,1,Yes,Yes,Yes,Yes,No,النرجس,North of Riyadh,3500000.0,10000.0
N,5,5,4,15,No,15,Yes,No,Yes,Yes,Yes,Yes,No,331,0,Yes,No,No,No,No,اشبيلية,East of Riyadh,2200000.0,6646.525679758308
W,4,4,4,20,Yes,0,Yes,No,Yes,Yes,No,Yes,No,286,1,Yes,No,No,No,No,الرمال,East of Riyadh,1700000.0,5944.055944055944
S,5,2,5,15,Yes,0,No,No,Yes,Yes,Yes,Yes,No,288,2,Yes,No,No,No,No,المونسية,East of Riyadh,2200000.0,7638.888888888889
N,5,2,5,20,No,0,Yes,No,Yes,No,No,Yes,No,375,2,Yes,No,No,No,No,الرمال,East of Riyadh,2150000.0,5733.333333333333
SW,3,3,5,20,Yes,0,Yes,No,No,Yes,No,Yes,No,262,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3100000.0,11832.06106870229
S,5,1,5,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,312,2,Yes,Yes,Yes,Yes,No,النرجس,North of Riyadh,3000000.0,9615.384615384615
SE,7,2,5,20,Yes,0,No,No,No,Yes,No,Yes,No,318,1,No,No,No,No,No,عكاظ,South of Riyadh,1230000.0,3867.924528301887
NW,7,4,5,15,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,No,319,2,Yes,Yes,No,No,No,المونسية,East of Riyadh,2800000.0,8777.42946708464
NE,3,1,4,15,No,2,Yes,Yes,Yes,Yes,No,Yes,No,420,3,Yes,No,No,No,No,الجنادرية,East of Riyadh,1700000.0,4047.619047619048
E,4,4,5,15,Yes,0,Yes,No,No,Yes,Yes,Yes,No,270,0,Yes,Yes,No,No,No,النرجس,North of Riyadh,2550000.0,9444.444444444443
W,4,5,5,20,Yes,0,No,Yes,Yes,Yes,Yes,Yes,No,450,0,Yes,No,No,No,No,عريض,South of Riyadh,1000000.0,2222.222222222222
NE,5,2,4,10,Yes,0,No,No,No,Yes,Yes,Yes,No,250,1,Yes,No,No,No,No,النهضة,East of Riyadh,1600000.0,6400.0
S,6,1,3,20,No,4,No,No,No,Yes,No,No,No,410,3,No,No,No,No,No,النهضة,East of Riyadh,2200000.0,5365.8536585365855
S,5,2,5,15,Yes,0,No,Yes,Yes,Yes,Yes,Yes,Yes,200,0,Yes,No,No,No,No,المونسية,East of Riyadh,1650000.0,8250.0
N,3,2,5,14,Yes,0,Yes,Yes,No,Yes,No,Yes,No,300,1,Yes,No,No,No,No,الرمال,East of Riyadh,1400000.0,4666.666666666667
N,7,5,5,15,Yes,0,Yes,No,Yes,Yes,No,Yes,No,440,2,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,4050000.0,9204.545454545454
N,5,2,5,18,Yes,0,No,No,Yes,Yes,No,Yes,Yes,270,0,Yes,Yes,No,No,No,المونسية,East of Riyadh,2000000.0,7407.407407407408
W,5,3,5,15,Yes,0,Yes,No,No,Yes,No,No,No,288,1,Yes,No,No,No,No,المونسية,East of Riyadh,1950000.0,6770.833333333333
SW,5,2,5,30,No,16,Yes,No,Yes,Yes,Yes,No,No,960,2,Yes,No,No,No,No,النهضة,East of Riyadh,2500000.0,2604.1666666666665
N,5,2,5,20,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,315,0,Yes,No,No,No,No,عكاظ,South of Riyadh,1080000.0,3428.5714285714284
W,5,2,3,16,Yes,0,No,No,No,No,No,No,No,257,0,No,No,No,No,No,نمار,West of Riyadh,1200000.0,4669.260700389105
S,5,2,5,18,Yes,0,No,No,Yes,Yes,Yes,Yes,No,300,0,Yes,Yes,No,No,No,المونسية,East of Riyadh,2400000.0,8000.0
N,4,4,4,15,Yes,8,Yes,No,No,Yes,Yes,Yes,No,325,0,Yes,No,No,No,No,الياسمين,North of Riyadh,2600000.0,8000.0
E,5,2,5,20,Yes,0,No,Yes,Yes,Yes,No,Yes,No,300,1,No,No,No,No,No,الرمال,East of Riyadh,1400000.0,4666.666666666667
S,7,5,5,15,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,345,0,Yes,Yes,No,No,No,الملقا,North of Riyadh,4200000.0,12173.91304347826
E,4,3,5,20,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,300,0,Yes,Yes,No,Yes,No,النرجس,North of Riyadh,3200000.0,10666.666666666666
E,4,2,4,15,Yes,3,No,Yes,Yes,Yes,No,Yes,No,230,1,No,No,No,No,No,الجنادرية,East of Riyadh,1200000.0,5217.391304347826
